Smiles,Standard Type,Standard Value,Standard Units,Molecule ChEMBL ID
Cc1ccc(Cc2cn3cc(-c4ccc(F)cc4)nc3s2)cc1,Potency,2238.7,nM,CHEMBL1478691
COc1cc(C(=O)Nc2ccc3c(c2)OCCO3)ccc1OC(F)F,Potency,11220.2,nM,CHEMBL1484854
O=C(N/N=C1\CCc2ccccc21)c1ccccc1Cl,Potency,1995.3,nM,CHEMBL3213991
Fc1cccc(/C=N/Nc2nc3ccccc3[nH]2)c1,Potency,4466.8,nM,CHEMBL3199098
O=C(COc1ccc2c(c1)CCC2)N1CCc2ccccc21,Potency,10000.0,nM,CHEMBL1579518
Cc1cccc(-n2ncc3c(NCc4cccnc4)ncnc32)c1,Potency,2511.9,nM,CHEMBL1372605
NC(=NOC(=O)c1cccc(F)c1)c1cccc([N+](=O)[O-])c1,Potency,12589.3,nM,CHEMBL1488648
Cc1ccc(CSc2ncn(-c3ccccc3)n2)cc1,Potency,11220.2,nM,CHEMBL1452107
O=c1c(-c2ccc(F)cc2)coc2cc(O)ccc12,Potency,11220.2,nM,CHEMBL583378
Cc1cc(CNC(=O)c2cc(COc3ccc(F)c(F)c3)on2)nn1C,Potency,8912.5,nM,CHEMBL1479417
CN(C)/C=C1\N=C(c2ccc3c(c2)OCO3)OC1=O,Potency,7943.3,nM,CHEMBL1326231
COCCN(C(=O)c1ccco1)c1nnc(-c2ccc(OC)cc2)s1,Potency,7079.5,nM,CHEMBL1613397
Br.Nc1nc(-c2ccc(Br)cc2)cs1,Potency,15848.9,nM,CHEMBL1489205
CC(C)c1ccc2[nH]c3nc(SCC(=O)N4CCOCC4)nnc3c2c1,Potency,11220.2,nM,CHEMBL1481289
Cn1c(NCc2ccc(Cl)cc2)nc2ccccc21,Potency,4466.8,nM,CHEMBL1432008
O=[N+]([O-])c1ncccc1OCc1ccc(Cl)c(Cl)c1,Potency,7079.5,nM,CHEMBL1312821
O=C(CCOc1ccccc1)Nc1ccc(Br)cc1,Potency,7943.3,nM,CHEMBL1411778
CCOC(=O)c1sc(N)c(C(=O)Nc2ccccc2)c1C,Potency,12589.3,nM,CHEMBL1608872
CC1CCN(C(S)=NCCc2ccccc2)CC1,Potency,7079.5,nM,CHEMBL1424478
CN1CCCC1CCNc1ccc2c(=O)c3ccccc3oc2c1,Potency,12589.3,nM,CHEMBL1396446
Cc1ccc(-c2ccc(=O)n(CCC(=O)N3CCC4(CC3)OCCO4)n2)cc1,Potency,11220.2,nM,CHEMBL1363025
CCC(CO)Nc1ccn2nc(-c3cccs3)cc2n1,Potency,5623.4,nM,CHEMBL2145238
COc1ccc(CC(=O)OCC(=O)Nc2ccc(C(=O)Nc3ccc(OC)cc3)cc2)cc1,Potency,11220.2,nM,CHEMBL1726469
O=C(NN=Cc1ccc2c(c1)OCO2)C1CC1,Potency,7079.5,nM,CHEMBL1321486
Cc1ccc2c(c1)sc1nc(=O)n(-c3cccc(Cl)c3)c(=O)n12,Potency,1412.5,nM,CHEMBL1318630
CC(C)(C)C(=O)Nc1nnc(CCc2ccccc2)s1,Potency,4466.8,nM,CHEMBL1574726
Cc1cccc(-c2cc3nc(C)cc(C)n3n2)c1,Potency,1584.9,nM,CHEMBL1484564
COc1ccc(-c2coc3cc(OC(C)=O)c(OC)cc3c2=O)cc1,Potency,10000.0,nM,CHEMBL446567
Cc1cccc(C=NOCCc2ccccc2)n1,Potency,10000.0,nM,CHEMBL1701123
Cc1cc(-c2ccccc2)nc(N2CCC(C(=O)NC(C)C)CC2)n1,Potency,1995.3,nM,CHEMBL1345062
c1ccc(Oc2cc(-c3ccccc3)ncn2)cc1,Potency,11220.2,nM,CHEMBL1510212
O=C(Nc1ccc2c(c1)OCO2)c1ccc(O)nn1,Potency,11220.2,nM,CHEMBL1402704
Cc1ccc(-c2nn(-c3ccccc3)cc2CO)o1,Potency,3548.1,nM,CHEMBL1489939
CS(=O)(=O)N1CCc2cc(C(=O)OCC(=O)c3ccccc3)ccc21,Potency,10000.0,nM,CHEMBL475541
Cc1cc(C)nc(NC(=O)Nc2ccc(F)cc2F)n1,Potency,3981.1,nM,CHEMBL1335989
Cc1cc(C)nc(NC(=O)/C=C/c2ccccc2Cl)c1,Potency,3162.3,nM,CHEMBL1523053
O=C(Nc1cccc(-c2ccc(N3CCOCC3)nn2)c1)c1cccc(Cl)c1,Potency,7079.5,nM,CHEMBL2137380
COCCC1CCCCN1C(=O)c1ccc2nc(Cc3ccccc3F)oc2c1,Potency,7943.3,nM,CHEMBL1557045
Fc1ccccc1CSc1nnc(-c2cccs2)o1,Potency,3981.1,nM,CHEMBL1425932
CSc1ccccc1C(=O)Nc1ccc2c(c1)CCC2,Potency,11220.2,nM,CHEMBL1465828
CC(=O)c1ccc(NC(=O)CSc2nc(=O)cc(N)n2-c2ccccc2)cc1,Potency,10000.0,nM,CHEMBL1531960
COc1cccc(NC(=O)NCc2ccccc2Cl)c1,Potency,12589.3,nM,CHEMBL1731396
CCCc1nnc(NC(=O)Nc2ccccc2OC)s1,Potency,22387.2,nM,CHEMBL1351166
Cc1cccc2c1-c1sc(C(=O)N3CCCCC3)cc1CO2,Potency,6309.6,nM,CHEMBL1553168
COc1ccc(C2CC2/C(=N/O)c2ccccc2)cc1,Potency,11220.2,nM,CHEMBL3191502
Cc1cc(Cl)ccc1OCc1nnc(-c2ccccc2C)o1,Potency,10000.0,nM,CHEMBL1476686
Nc1c(C(=O)Nc2ccccc2)sc2nc(N3CCOCC3)c3c(c12)CCCC3,Potency,12589.3,nM,CHEMBL2135551
CCN(CC)C(=O)c1cc(-c2ccc(Br)cc2)on1,Potency,7943.3,nM,CHEMBL1538317
O=C(Nc1ccc2c(c1)OCO2)c1ccc2sc([C@H]3C[C@H](O)[C@@H](CO)O3)nc2c1,Potency,8912.5,nM,CHEMBL2132940
O=C(Nc1nnc(-c2ccc(F)cc2)s1)c1ccco1,Potency,2818.4,nM,CHEMBL1566229
Cc1ccccc1Nc1nc2ccccc2s1,Potency,3548.1,nM,CHEMBL1339780
Cc1ccc(NC(=O)NCc2c(C)nn(C)c2C)cc1Cl,Potency,5011.9,nM,CHEMBL1350897
O=C(NC1CCCC1)c1cc(-c2ccccc2O)on1,Potency,2818.4,nM,CHEMBL1340589
CC(=O)c1sc(NC(=O)c2ccccc2C)nc1C,Potency,12589.3,nM,CHEMBL1566844
Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc3[nH]c(-c4ccccc4)nc3c2)n1,Potency,3981.1,nM,CHEMBL1527551
COc1ccc(-c2cc(-c3cc(F)ccc3O)[nH]n2)cc1OC,Potency,10000.0,nM,CHEMBL1300301
C/C(=N\NC(=O)c1ccccc1)c1ccc(N2CCCCC2)cc1,Potency,11220.2,nM,CHEMBL3195978
Cc1cc2nc(N)sc2cc1[N+](=O)[O-],Potency,12589.3,nM,CHEMBL1322755
Cc1cnc(C(=O)Nc2ccccc2F)cn1,Potency,5011.9,nM,CHEMBL1525077
O=C(CSC1=NCCS1)Nc1nc2ccccc2s1,Potency,8912.5,nM,CHEMBL1327719
CCOc1ccc2nc(NC(=O)CCC(=O)c3cccs3)sc2c1,Potency,1778.3,nM,CHEMBL1567745
Cc1ccc(NC(=S)NC(=O)C2CC2)c(C)c1,Potency,11220.2,nM,CHEMBL1580176
O=C(Nc1ccccc1Br)c1ccc(OC(=S)N2CCOCC2)cc1,Potency,7943.3,nM,CHEMBL1722604
Nc1nc(SCc2ccccc2)nc(O)c1-c1ccccc1,Potency,10000.0,nM,CHEMBL1412199
O=C(COC(=O)c1cc2ccccc2oc1=O)Nc1ccc(F)cc1F,Potency,10000.0,nM,CHEMBL1497525
Cc1ccccc1-c1nnc(SCc2ccccc2)o1,Potency,10000.0,nM,CHEMBL1440725
COc1ccsc1NC(=O)OCc1ccc(Cl)cc1,Potency,12589.3,nM,CHEMBL1445987
CCCCC(=O)Nc1cnc(NC(=O)c2ccco2)cc1C,Potency,11220.2,nM,CHEMBL1455606
O=C(N/N=C/c1ccncc1)c1cccs1,Potency,12589.3,nM,CHEMBL3198715
COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,Potency,10000.0,nM,CHEMBL1598017
CCCCCCOC(=O)NCC(O)c1ccccc1,Potency,2818.4,nM,CHEMBL1392056
COc1ccc(C2CC2/C(=N/OC(=O)c2cccs2)c2ccccc2)cc1,Potency,7079.5,nM,CHEMBL3213337
Cc1noc(C)c1C(=O)Nc1nc2ccccc2s1,Potency,6309.6,nM,CHEMBL1357961
c1cnc(SCCCOc2ccc3ccccc3c2)nc1,Potency,11220.2,nM,CHEMBL1417750
O=C(Nc1ccc(C(=O)O)cc1)/C(=C\C=C\c1ccccc1)NC(=O)c1ccccc1Br,Potency,10000.0,nM,CHEMBL1372183
COc1ccc(NCCc2ccccn2)cc1.Cl,Potency,12589.3,nM,CHEMBL1344910
Cc1nn(CCOc2ccccc2)c(=O)n1-c1ccc(F)cc1,Potency,12589.3,nM,CHEMBL1332594
N#Cc1ccccc1Oc1ccc(S(=O)(=O)N2CCCCC2)cn1,Potency,10000.0,nM,CHEMBL1521633
O=C(O)c1ccc(/C=N\Nc2ccccn2)cc1,Potency,2511.9,nM,CHEMBL3208736
CC/N=c1\scc(-c2ccco2)n1/N=C/c1ccc(OC)c(O)c1,Potency,6309.6,nM,CHEMBL3190259
O=c1oc2c(CN3CCOCC3)c(O)ccc2c2ccccc12,Potency,14125.4,nM,CHEMBL1379083
Cc1c(C(=O)c2ccccc2)oc2ccc3ccccc3c12,Potency,10000.0,nM,CHEMBL1429293
CC(C)COc1ccc(C(=O)Nc2ccc(SC(F)F)cc2)cc1,Potency,8912.5,nM,CHEMBL1375246
COc1c(C)cccc1C(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,Potency,3548.1,nM,CHEMBL1567655
Cc1[nH]c2ccccc2c1C(=O)/C(C#N)=c1/s/c(=C\c2ccccn2)c(=O)n1-c1ccc(Cl)cc1,Potency,2818.4,nM,CHEMBL3192236
O=C(Cc1cccs1)Nc1nc2c(s1)CCCC2,Potency,3981.1,nM,CHEMBL1347831
Cc1ccc(NC(=O)Nc2ccc3c(c2)OCO3)cc1F,Potency,891.3,nM,CHEMBL1576774
O=C(CSCc1ccccc1)N1CCN(c2ccccc2)CC1,Potency,11220.2,nM,CHEMBL1490176
COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc2c(c1)OCO2,Potency,3548.1,nM,CHEMBL1545282
CCOc1ccc(-c2cn(-c3ccc(OC)cc3)c(SC)n2)cc1,Potency,11220.2,nM,CHEMBL1530426
COC(=O)c1cccc(CN2C(=O)C(C)Sc3cc(Cl)ccc32)c1,Potency,5011.9,nM,CHEMBL1996684
CCOc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1Cl,Potency,6309.6,nM,CHEMBL1330067
COc1cccc(C(=O)NC(=O)Nc2cc(C)on2)c1,Potency,7943.3,nM,CHEMBL1464833
Nc1nonc1-c1noc(N2CCCCC2)n1,Potency,10000.0,nM,CHEMBL1611200
COc1cccc(-c2csc(NC(=O)Oc3ccccc3)n2)c1,Potency,10000.0,nM,CHEMBL1522237
COc1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1,Potency,3548.1,nM,CHEMBL1300445
Cc1ccc(C(=O)O/N=C(\N)c2cccnc2)cc1[N+](=O)[O-],Potency,11220.2,nM,CHEMBL1565155
CN(C)C(=O)c1cc(C(=O)c2ccc(C(F)(F)F)cc2)c[nH]1,Potency,10000.0,nM,CHEMBL1367158
O=C(c1ccc2nc(Cc3ccccc3F)oc2c1)N1CCCC1,Potency,5623.4,nM,CHEMBL1300471
Cc1nc(C(=O)Nc2ccccc2)sc1C(=O)Nc1ccccc1,Potency,2818.4,nM,CHEMBL1337931
Cc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)nc1,Potency,1122.0,nM,CHEMBL1602506
COc1ccc(NC(=O)Nc2ccc3c(c2)CCC3)cc1,Potency,2511.9,nM,CHEMBL1387325
CC1CCCC(NC(=O)c2nnc(O)c3ccccc23)C1C,Potency,11220.2,nM,CHEMBL1612691
CCCc1nc2c3ccccc3ccn2c1Cc1ccccc1,Potency,11220.2,nM,CHEMBL1882243
COC(=O)c1ccc(NC(=O)Nc2ccc(F)cc2F)cc1,Potency,3162.3,nM,CHEMBL1313845
O=C(/C=C/c1ccc(Cl)cc1Cl)NCc1ccco1,Potency,11220.2,nM,CHEMBL1531146
COc1cccc(NC(=O)Nc2cccc(C)n2)c1,Potency,12589.3,nM,CHEMBL1529633
Cc1ccc(-c2nnc(-c3ccc4ccccc4c3)o2)cc1,Potency,4466.8,nM,CHEMBL1405325
O=C1OC(c2ccccc2)=C/C1=C/N1CCOCC1,Potency,12589.3,nM,CHEMBL1491983
CCN(CC)c1ccc(Nc2nc(-c3cccnc3)cs2)cc1,Potency,3981.1,nM,CHEMBL1513162
C/C(=N\NC(=O)c1ccc2ccccc2c1)c1cccnc1,Potency,10000.0,nM,CHEMBL3197239
COc1ccc2nc(N3CCCCC3)c(C#N)cc2c1,Potency,11220.2,nM,CHEMBL1560136
NC(=O)c1ccccc1NC(=O)CCc1ccccc1,Potency,11220.2,nM,CHEMBL1361147
O=C1OC(c2ccccc2)=N/C1=C\N1CCCCC1,Potency,7943.3,nM,CHEMBL1447771
CCOc1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1[N+](=O)[O-],Potency,3162.3,nM,CHEMBL546649
CCCCc1ccc(-c2csc(/C(C#N)=C\c3ccco3)n2)cc1,Potency,10000.0,nM,CHEMBL1429189
Cc1cccc(OCCNc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1,Potency,3162.3,nM,CHEMBL1578308
O=C(Nc1ccc(NC(=O)C2CC2)cc1)c1ccco1,Potency,3162.3,nM,CHEMBL1518800
Cc1ccc(/C=C/c2ccc(O)nn2)cc1,Potency,4466.8,nM,CHEMBL1364185
Cc1nc2ccccc2nc1N/N=C/c1ccc(O)cc1,Potency,7943.3,nM,CHEMBL515763
Cc1ccc(-c2nc(C#N)c(NCCc3ccccn3)o2)cc1,Potency,3548.1,nM,CHEMBL1586930
O=c1oc(Nc2cccc(Cl)c2)nc2ccccc12,Potency,7079.5,nM,CHEMBL1532512
CCOC(=O)c1cnc(Nc2nc3ccccc3o2)nc1CSc1nnc(C)s1,Potency,5011.9,nM,CHEMBL1404860
NC(=O)C1CCN(c2nc(-c3ccc4ccccc4c3)cs2)CC1,Potency,12589.3,nM,CHEMBL1315113
CCCc1cc(C(=O)NCCc2ccccc2)no1,Potency,3981.1,nM,CHEMBL1312299
Cc1nnc(SCc2ccccc2)nc1-c1ccccc1,Potency,11220.2,nM,CHEMBL1713835
CC(=O)Nc1ccc(-c2csc(Nc3ncccn3)n2)cc1,Potency,3548.1,nM,CHEMBL1311771
Cc1ccc(NC(=S)NC(=O)c2ccc(Br)o2)c(C)c1,Potency,3981.1,nM,CHEMBL1580941
CCc1ccc(-c2cnc3ccccc3n2)cc1NC(=O)CNC(=O)c1ccccc1,Potency,7943.3,nM,CHEMBL1470519
CCCOC(=O)c1ccc(NC(=O)C2CCCO2)cc1,Potency,11220.2,nM,CHEMBL1429192
Cc1ccc(NC(=O)/C(C#N)=C/c2cccs2)c(C)c1,Potency,3981.1,nM,CHEMBL1339519
COc1cccc(-c2cc(C(=O)N3CCCCC3C)no2)c1,Potency,2818.4,nM,CHEMBL1460848
Cc1cccc(C(=N)NOC(=O)C23CC4CC(CC(C4)C2)C3)c1,Potency,10000.0,nM,CHEMBL1302377
O=C(CCCc1ccccc1)N1CCN(C2CCCCC2)CC1,Potency,5011.9,nM,CHEMBL1376944
CCOC(=O)c1ccc(-c2nnc(-c3ccc(Cl)cc3Cl)o2)cc1,Potency,891.3,nM,CHEMBL1518906
O=C(NCCc1ccccc1)c1ccc(Cl)c([N+](=O)[O-])c1,Potency,3981.1,nM,CHEMBL1603967
CC(=O)Nc1cccc(NC(=O)c2ccc(COc3ccccc3)cc2)c1,Potency,2238.7,nM,CHEMBL1442025
Cc1ccc(NC(=O)c2cc(C)on2)cc1,Potency,5011.9,nM,CHEMBL1322635
CC(C)(C)C1CCC(=O)N(CCOc2ccccc2)CC1,Potency,12589.3,nM,CHEMBL1593175
COc1cccc2c1OCC(C(=O)Nc1nccs1)=C2,Potency,4466.8,nM,CHEMBL1557850
O=C(Nc1nnc(C2CCCCC2)s1)c1ccc(Br)s1,Potency,5011.9,nM,CHEMBL1412704
COc1ccc(C(CC(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,Potency,10000.0,nM,CHEMBL1560460
Cc1ccc2c(c1)C(=O)C(NC(=O)c1ccc(F)cc1)CS2,Potency,10000.0,nM,CHEMBL1575217
COc1ccc2cnn(-c3ccc(C)cc3)c(=O)c2c1OC,Potency,4466.8,nM,CHEMBL1391531
CN(c1cnn(-c2ccccc2)c(=O)c1Cl)n1cccc1,Potency,11220.2,nM,CHEMBL1407182
COc1ccccc1-c1nnc(NC(=O)CSc2nncn2C)s1,Potency,10000.0,nM,CHEMBL1325786
CCOC(=O)c1cc2cc(OC)ccc2[nH]1,Potency,5623.4,nM,CHEMBL1366214
O=C(Cn1nnc(-c2ccccc2F)n1)N1CCCCC1,Potency,8912.5,nM,CHEMBL1523741
O=C(c1cccs1)N1CCc2ccccc21,Potency,7943.3,nM,CHEMBL1422210
CC(=O)C(=CNc1cc(-c2ccc(C)cc2)nn1-c1ccccc1)C(C)=O,Potency,3981.1,nM,CHEMBL1406664
CC(C)n1nnnc1SCC(=O)N1N=C(c2cccs2)CC1c1cccs1,Potency,12589.3,nM,CHEMBL1417044
O=C(NC(=S)Nc1ccc2[nH]cnc2c1)c1ccccc1,Potency,3981.1,nM,CHEMBL1537930
Cn1c(CN2CCCC2)nc2cc(NC(=O)Nc3ccccc3)ccc21,Potency,11220.2,nM,CHEMBL1386145
Cc1ccc(NC(=O)Nc2ccc3c(c2)OCO3)c(Br)c1,Potency,1778.3,nM,CHEMBL1366592
Cc1cc(/C=C2/SC(=O)N(CC(=O)OC(C)C)C2=O)c(C)n1C,Potency,2511.9,nM,CHEMBL1306274
COC(=O)Nc1nnc(/C=C/c2ccc(OC)cc2)s1,Potency,11220.2,nM,CHEMBL1359587
COc1ccc(-c2noc(CSc3ccccc3)n2)cc1OC,Potency,11220.2,nM,CHEMBL1458698
O=C(NCc1ccccc1)c1ccc(-c2ccccc2F)o1,Potency,11220.2,nM,CHEMBL1310682
S=C(Nc1nc2c(s1)CCCC2)NC1CC1,Potency,6309.6,nM,CHEMBL1383585
COc1cc(OC)cc(-c2noc(-c3csc([C@H]4C[C@H](O)[C@@H](CO)O4)n3)n2)c1,Potency,3162.3,nM,CHEMBL2135343
Cc1ccc(Nc2nnc(-c3ccc4c(c3)OCO4)o2)c(C)c1,Potency,10000.0,nM,CHEMBL1496125
COC(=O)c1c(-c2cccnc2)csc1NC(=O)c1ccc2c(c1)OCO2,Potency,2238.7,nM,CHEMBL1302889
O=C(Cc1ccccc1)Nc1ccc(NC(=O)c2ccccc2)nc1,Potency,12589.3,nM,CHEMBL1492611
CC(=O)N(C)c1ccc(N=NC2C(=O)N(C(N)=S)N=C2C)cc1,Potency,3981.1,nM,CHEMBL1380513
Cc1cc([N+](=O)[O-])ccc1NC(=O)c1cc2ccccc2o1,Potency,7943.3,nM,CHEMBL1334799
O=C(O)c1ccccc1Nc1ccc([N+](=O)[O-])cc1,Potency,12589.3,nM,CHEMBL1574420
CC1CCCN(C(S)=NCCc2ccccc2)C1,Potency,10000.0,nM,CHEMBL1448626
C1=Nc2ccccc2CN1c1ccccc1.Cl,Potency,7079.5,nM,CHEMBL1585614
CC(CN1CCOCC1)OC(=O)c1ccc2c(c1)OCCO2.Cl,Potency,7943.3,nM,CHEMBL1527223
COc1cccc(CNC(=O)c2[nH]nc3ccccc23)c1,Potency,11220.2,nM,CHEMBL1576415
CC(C)(C)c1nnc(NC(=O)COc2ccc3c(c2)OCO3)s1,Potency,2511.9,nM,CHEMBL1515510
O=C(Nc1ccc(Cl)cc1Cl)C1=Cc2ccccc2OC1,Potency,10000.0,nM,CHEMBL1541584
CCS(=O)(=O)n1nc(-c2ccccc2)nc1SCc1ccccc1,Potency,3981.1,nM,CHEMBL1538360
COc1c2ccoc2nc2c(OC)cccc12,Potency,25118.9,nM,CHEMBL252925
COC(=O)c1ccc(NC(=O)Cn2nnc3ccccc32)cc1,Potency,10000.0,nM,CHEMBL1360475
Cc1ccc(Nc2ncnc(-n3cccc3)n2)cc1Cl,Potency,6309.6,nM,CHEMBL1330958
COc1cc(/C=C/c2cc(C(=O)O)c3ccccc3n2)ccc1OC(F)F,Potency,2511.9,nM,CHEMBL1460435
Fc1cc(Br)ccc1COc1ccc(-c2nnco2)cc1,Potency,6309.6,nM,CHEMBL1383650
O=C(N/N=C/c1ccc2c(c1)OCO2)c1ccc2c(c1)OCO2,Potency,8912.5,nM,CHEMBL1958246
Cc1ccc(C(=O)Cc2cc3ccccc3oc2=O)c(C)c1,Potency,3981.1,nM,CHEMBL1329822
Nn1c(SCc2c(F)cccc2F)nnc1-c1ccccn1,Potency,5623.4,nM,CHEMBL1507935
CCCCCCn1cnc2c(oc3nc4c(cc32)CCCC4)c1=O,Potency,3548.1,nM,CHEMBL1558893
O=C(CSc1nnc(NC2CCCCC2)s1)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,Potency,4466.8,nM,CHEMBL1480989
COc1ccccc1CCNC(=O)c1nc(-c2cccs2)no1,Potency,3981.1,nM,CHEMBL1583697
Cc1ccc(NC(=O)C(=O)NCC2CCCO2)cc1,Potency,10000.0,nM,CHEMBL1491467
N=c1oc2ccccc2cc1C(=O)NC1CCCCCC1,Potency,4466.8,nM,CHEMBL1609163
Cl.Nc1ccc(Oc2cc(N)cc(Oc3ccccc3)c2)cc1,Potency,7079.5,nM,CHEMBL1381195
Cc1ccc(NC(=O)CCOc2ccccc2)cc1,Potency,7079.5,nM,CHEMBL1311825
CN1OC[C@@H]2CN[C@H](c3ccc(-c4cccc(F)c4)cc3)C[C@@H]21,Potency,11220.2,nM,CHEMBL2136335
CCN(CC)S(=O)(=O)c1ccc(-c2cn3ccc(C)cc3n2)cc1,Potency,3548.1,nM,CHEMBL1345392
Cc1cccc(NC(=O)c2cc(-c3cc(C)ccc3O)[nH]n2)c1,Potency,1584.9,nM,CHEMBL1545526
COc1ccc(Cc2nc3ccc(C(=O)NCC(C)(C)OC)cc3o2)cc1,Potency,10000.0,nM,CHEMBL1460420
O=[N+]([O-])c1ccc(-c2ccc(/C=N/O)o2)cc1,Potency,8912.5,nM,CHEMBL3190221
CN(C)c1ccc(/C=N/NC(=O)c2ccnn2C)cc1,Potency,12589.3,nM,CHEMBL3189629
O=C(Nc1ccc2ccccc2n1)C1CCCCC1,Potency,2818.4,nM,CHEMBL1349007
CC1(c2nnc(-c3cccc(Cl)c3)o2)CC(c2ccc(F)cc2)=NO1,Potency,11220.2,nM,CHEMBL1886958
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,Potency,14125.4,nM,CHEMBL365795
Cc1ccc(NCc2nc3ccccc3n2C)cc1C,Potency,7943.3,nM,CHEMBL1340457
Cc1ccc(/N=C/c2sc(O)c3ccccc23)c(C)c1,Potency,3162.3,nM,CHEMBL1990825
c1ccc(CCNc2nc(-c3cccnc3)cs2)cc1,Potency,8912.5,nM,CHEMBL1527672
COc1ccc(C(=O)Nc2ccc(C(F)(F)F)n(C)c2=O)cc1,Potency,11220.2,nM,CHEMBL1340448
O=C(Cn1cc(C(F)(F)F)cc(Cl)c1=O)NCc1ccc(F)cc1,Potency,11220.2,nM,CHEMBL1561038
O=c1oc2ccccc2cc1-c1nc(-c2ccccc2)no1,Potency,12589.3,nM,CHEMBL1599778
COc1ccc(CNc2ccc([N+](=O)[O-])cn2)cc1,Potency,10000.0,nM,CHEMBL1476297
Cc1nc(NC(=O)c2oc3ccccc3c2C)sc1C(=O)N(C)C,Potency,12589.3,nM,CHEMBL1353244
Cc1cc(N2CCCCC2)nc(SCC(=O)c2ccccc2)n1,Potency,10000.0,nM,CHEMBL1451286
COc1ccc(C)c2s/c(=N\C(=O)c3ccc(C(C)=O)cc3)n(C)c12,Potency,794.3,nM,CHEMBL3209498
CCc1nnc(NC(=O)Nc2ccccc2OC)s1,Potency,6309.6,nM,CHEMBL1534447
COc1ccc(-c2csc(Nc3ncccc3C)n2)cc1OC,Potency,2818.4,nM,CHEMBL1478035
C/C(=N\NC(=O)c1nn(C)c(C)c1Br)c1ccc(NC(=O)C2CCCC2)cc1,Potency,5011.9,nM,CHEMBL3213808
CN(CC(=O)N1CCc2ccccc21)S(=O)(=O)c1cccs1,Potency,3981.1,nM,CHEMBL1564202
CCCc1nnc(NC(=O)c2cccc(OC)c2)s1,Potency,7079.5,nM,CHEMBL1545060
CC(=O)c1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCN(C)CC3)c2)cc1,Potency,11220.2,nM,CHEMBL1381275
C#CC(C)(C)NC(=O)c1ccc(-c2ccccc2F)cc1,Potency,12589.3,nM,CHEMBL1349002
CCOC(=O)c1cc(C(=O)Nc2ccc(C)c(F)c2)nn1C,Potency,10000.0,nM,CHEMBL1419250
OCCc1ccc(NCCc2cccs2)cc1,Potency,8912.5,nM,CHEMBL2135926
CC1CCCC(C)N1C(=O)c1cc(-c2cccs2)on1,Potency,15848.9,nM,CHEMBL1528168
O=C(CSc1ccccc1)Nc1ccc(NC(=O)c2ccco2)cc1,Potency,11220.2,nM,CHEMBL1704176
CCOCc1nnc(NC(=O)c2ccc(OC)cc2)s1,Potency,12589.3,nM,CHEMBL1545125
CCCCCOc1ccc(CN2CCOCC2)cc1Cl.Cl,Potency,8912.5,nM,CHEMBL1335318
CC(=O)Nc1nc(COc2ccccc2)cs1,Potency,10000.0,nM,CHEMBL1342055
O=C(c1cccs1)N1CCn2c1nc1ccccc12,Potency,2818.4,nM,CHEMBL1377820
CC(C)c1cc(C(=O)NC2CCCCC2)no1,Potency,8912.5,nM,CHEMBL1519571
Clc1ccc(-n2nnc(-c3cccnc3Cl)n2)cc1Cl,Potency,3981.1,nM,CHEMBL1328624
O=[N+]([O-])c1ccc(COc2cccc3cccnc23)cc1,Potency,11220.2,nM,CHEMBL1417814
Cc1ccsc1/C=C1\SC(N2CCOCC2)=NC1=O,Potency,11220.2,nM,CHEMBL1567357
Cn1c(C(=O)NCc2cccs2)cc2oc3ccccc3c21,Potency,12589.3,nM,CHEMBL1307720
O=C(Nc1ccccc1)Nc1ccc(Nc2ccccc2)cc1,Potency,3981.1,nM,CHEMBL1722874
CC(C)Oc1ccc(C(=O)NCc2cccs2)cc1,Potency,12589.3,nM,CHEMBL1479071
COc1ccc2cc(CCNC(=O)c3cccs3)c(O)nc2c1,Potency,2818.4,nM,CHEMBL1455205
COc1ccc2nc(Cl)c(/C=N/Nc3ccccn3)cc2c1,Potency,3162.3,nM,CHEMBL3211298
CCOc1ccc(-c2nc(C#N)c(NC3CC3)o2)cc1,Potency,10000.0,nM,CHEMBL1607919
CN(C(=O)CSc1nnc(-c2ccccc2F)o1)c1ccccc1,Potency,11220.2,nM,CHEMBL1727054
COc1ccc(CCNC(=O)c2cccs2)cc1,Potency,10000.0,nM,CHEMBL1390199
O=C(O)c1cnn(-c2nc(-c3ccc(Cl)cc3)cs2)c1C(F)(F)F,Potency,4466.8,nM,CHEMBL1546464
CN(Cc1c(F)cccc1Cl)C(=O)CNC(=O)c1cccs1,Potency,11220.2,nM,CHEMBL1567324
O=C(Cc1ccc(F)cc1)c1ccc(O)cc1O,Potency,12589.3,nM,CHEMBL486078
